,Trap,Date,Species,TotalMosquitos,Address,Block,Street,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,dist_to_spray,dist_to_ord,dist_to_mdw,station_name,Station,Tmax,Tmin,Tavg,WetBulb,PrecipTotal,ResultSpeed,AvgSpeed
4011,T080,2013-06-07,CULEX RESTUANS,2,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,2,0,,23.4027623495,7.50372728212,MDW,2,68,54,61,52,0.0,8.8,9.2
4012,T080,2013-06-21,CULEX RESTUANS,6,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,,23.4027623495,7.50372728212,MDW,2,85,70,78,67,0.11,7.6,9.6
4013,T080,2013-06-28,CULEX PIPIENS/RESTUANS,6,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,,23.4027623495,7.50372728212,MDW,2,83,68,76,65,0.16,9.0,9.8
4014,T080,2013-07-08,CULEX PIPIENS/RESTUANS,1,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,,23.4027623495,7.50372728212,MDW,2,87,71,79,72,0.84,10.0,10.5
4015,T080,2013-07-08,CULEX RESTUANS,5,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,5,0,,23.4027623495,7.50372728212,MDW,2,87,71,79,72,0.84,10.0,10.5
4016,T080,2013-07-12,CULEX PIPIENS/RESTUANS,6,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,,23.4027623495,7.50372728212,MDW,2,82,60,71,62,0.0,4.1,5.4
4017,T080,2013-07-12,CULEX RESTUANS,9,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,9,0,,23.4027623495,7.50372728212,MDW,2,82,60,71,62,0.0,4.1,5.4
4018,T080,2013-07-19,CULEX PIPIENS/RESTUANS,9,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,9,0,,23.4027623495,7.50372728212,MDW,2,97,75,86,75,0.0,13.4,13.9
4019,T080,2013-07-19,CULEX RESTUANS,6,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,,23.4027623495,7.50372728212,MDW,2,97,75,86,75,0.0,13.4,13.9
4020,T080,2013-07-25,CULEX PIPIENS/RESTUANS,4,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,4,0,13.8153668931,23.4027623495,7.50372728212,MDW,2,81,58,70,60,0.0,2.7,3.9
4021,T080,2013-07-25,CULEX RESTUANS,1,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,13.8153668931,23.4027623495,7.50372728212,MDW,2,81,58,70,60,0.0,2.7,3.9
4022,T080,2013-08-08,CULEX PIPIENS,5,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,5,0,11.8012798716,23.4027623495,7.50372728212,MDW,2,79,69,74,62,0.0,10.5,10.8
4023,T080,2013-08-08,CULEX PIPIENS/RESTUANS,24,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,24,1,11.8012798716,23.4027623495,7.50372728212,MDW,2,79,69,74,62,0.0,10.5,10.8
4024,T080,2013-08-08,CULEX RESTUANS,6,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,11.8012798716,23.4027623495,7.50372728212,MDW,2,79,69,74,62,0.0,10.5,10.8
4025,T080,2013-08-15,CULEX PIPIENS,23,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,23,0,11.4698318212,23.4027623495,7.50372728212,MDW,2,74,57,66,58,0.0,4.5,5.0
4026,T080,2013-08-15,CULEX PIPIENS/RESTUANS,13,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,13,0,11.4698318212,23.4027623495,7.50372728212,MDW,2,74,57,66,58,0.0,4.5,5.0
4027,T080,2013-08-15,CULEX RESTUANS,11,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,11,0,11.4698318212,23.4027623495,7.50372728212,MDW,2,74,57,66,58,0.0,4.5,5.0
4028,T080,2013-08-22,CULEX PIPIENS,26,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,26,0,0.141788281595,23.4027623495,7.50372728212,MDW,2,78,67,73,68,0.36,2.5,7.0
4029,T080,2013-08-29,CULEX PIPIENS/RESTUANS,10,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,10,0,4.20925396313,23.4027623495,7.50372728212,MDW,2,87,69,78,69,0.0,4.2,4.6
4030,T080,2013-09-06,CULEX PIPIENS,38,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,38,0,,23.4027623495,7.50372728212,MDW,2,85,62,74,63,0.0,4.3,6.0
4031,T080,2013-09-06,CULEX PIPIENS/RESTUANS,15,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,15,0,,23.4027623495,7.50372728212,MDW,2,85,62,74,63,0.0,4.3,6.0
4032,T080,2013-09-06,CULEX RESTUANS,1,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,,23.4027623495,7.50372728212,MDW,2,85,62,74,63,0.0,4.3,6.0
4033,T080,2013-09-12,CULEX PIPIENS,2,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,2,0,,23.4027623495,7.50372728212,MDW,2,83,63,73,64,0.06,6.8,9.8
4034,T080,2013-09-12,CULEX PIPIENS/RESTUANS,2,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,2,0,,23.4027623495,7.50372728212,MDW,2,83,63,73,64,0.06,6.8,9.8
4035,T080,2013-09-19,CULEX PIPIENS,7,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,7,0,,23.4027623495,7.50372728212,MDW,2,84,70,77,69,0.0,7.8,10.0
4036,T080,2013-09-19,CULEX PIPIENS/RESTUANS,4,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,4,0,,23.4027623495,7.50372728212,MDW,2,84,70,77,69,0.0,7.8,10.0
4037,T081,2007-07-11,CULEX PIPIENS/RESTUANS,11,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,11,0,,19.7694844694,6.86780908065,MDW,2,77,63,70,59,0.0,9.1,11.2
4038,T081,2007-07-11,CULEX RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,77,63,70,59,0.0,9.1,11.2
4039,T081,2007-08-01,CULEX PIPIENS,3,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,91,69,80,70,0.0,2.1,3.7
4041,T081,2007-08-01,CULEX PIPIENS/RESTUANS,20,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,5,0,,19.7694844694,6.86780908065,MDW,2,91,69,80,70,0.0,2.1,3.7
4044,T081,2007-08-01,CULEX RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,91,69,80,70,0.0,2.1,3.7
4045,T081,2007-08-02,CULEX PIPIENS/RESTUANS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,91,73,82,72,0.0,6.5,7.2
4046,T081,2007-08-02,CULEX RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,91,73,82,72,0.0,6.5,7.2
4047,T081,2007-08-07,CULEX PIPIENS,7,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,7,0,,19.7694844694,6.86780908065,MDW,2,92,73,83,76,0.06,6.3,8.8
4048,T081,2007-08-07,CULEX PIPIENS/RESTUANS,8,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,8,0,,19.7694844694,6.86780908065,MDW,2,92,73,83,76,0.06,6.3,8.8
4049,T081,2007-08-07,CULEX RESTUANS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,92,73,83,76,0.06,6.3,8.8
4050,T081,2007-08-15,CULEX PIPIENS,26,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,26,0,,19.7694844694,6.86780908065,MDW,2,81,72,77,71,0.83,4.9,7.1
4051,T081,2007-08-15,CULEX PIPIENS/RESTUANS,20,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,20,0,,19.7694844694,6.86780908065,MDW,2,81,72,77,71,0.83,4.9,7.1
4052,T081,2007-08-21,CULEX PIPIENS,10,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,10,0,,19.7694844694,6.86780908065,MDW,2,85,69,77,72,0.01,3.5,6.0
4053,T081,2007-08-21,CULEX PIPIENS/RESTUANS,16,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,16,1,,19.7694844694,6.86780908065,MDW,2,85,69,77,72,0.01,3.5,6.0
4054,T081,2007-08-24,CULEX PIPIENS,16,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,16,0,,19.7694844694,6.86780908065,MDW,2,81,69,75,69,0.2,5.5,7.3
4055,T081,2007-08-24,CULEX PIPIENS/RESTUANS,15,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,15,0,,19.7694844694,6.86780908065,MDW,2,81,69,75,69,0.2,5.5,7.3
4056,T081,2007-09-05,CULEX PIPIENS/RESTUANS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,91,72,82,69,0.0,6.4,6.7
4057,T081,2007-09-12,CULEX TERRITANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,66,46,56,50,0.0,1.9,6.0
4058,T081,2007-09-19,CULEX PIPIENS/RESTUANS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,84,68,76,65,0.0,3.5,9.0
4059,T081,2007-09-19,CULEX TERRITANS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,84,68,76,65,0.0,3.5,9.0
4060,T081,2007-10-04,CULEX PIPIENS,7,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,7,0,,19.7694844694,6.86780908065,MDW,2,83,56,70,62,0.0,4.6,5.9
4061,T081,2007-10-04,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,83,56,70,62,0.0,4.6,5.9
4062,T081,2009-06-12,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,72,50,61,55,0.0,5.0,6.7
4063,T081,2009-06-19,CULEX RESTUANS,3,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,3,0,,19.7694844694,6.86780908065,MDW,2,88,66,77,70,0.87,6.3,10.5
4064,T081,2009-07-06,CULEX RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,85,63,74,63,0.0,4.2,5.5
4065,T081,2009-07-10,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,84,67,76,68,0.12,3.6,4.6
4066,T081,2009-07-17,CULEX PIPIENS/RESTUANS,3,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,3,0,,19.7694844694,6.86780908065,MDW,2,70,58,64,57,0.0,10.1,10.4
4067,T081,2009-07-31,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,82,62,72,62,0.0,5.9,6.7
4068,T081,2009-09-03,CULEX PIPIENS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,75,57,66,60,0.0,5.2,5.9
4069,T081,2009-09-14,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,84,59,72,62,0.0,1.1,2.7
4070,T081,2011-06-24,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,68,60,64,59,0.0,8.5,8.7
4071,T081,2011-06-30,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,89,66,78,67,0.03,9.2,10.6
4072,T081,2011-06-30,CULEX RESTUANS,3,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,3,0,,19.7694844694,6.86780908065,MDW,2,89,66,78,67,0.03,9.2,10.6
4073,T081,2011-07-11,CULEX RESTUANS,3,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,3,0,,19.7694844694,6.86780908065,MDW,2,90,70,80,74,0.13,5.3,8.0
4074,T081,2011-07-29,CULEX RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,86,74,80,72,0.36,3.5,5.6
4075,T081,2011-08-05,CULEX PIPIENS/RESTUANS,2,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0,,19.7694844694,6.86780908065,MDW,2,84,70,77,71,0.0,5.2,6.0
4076,T081,2011-08-12,CULEX PIPIENS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,1,,19.7694844694,6.86780908065,MDW,2,82,65,74,64,0.0,8.2,8.4
4077,T081,2011-08-19,CULEX PIPIENS/RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,86,67,77,68,0.0,4.7,5.8
4078,T081,2011-08-26,CULEX PIPIENS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,83,61,72,64,0.0,1.2,3.4
4079,T081,2011-09-12,CULEX RESTUANS,1,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0,,19.7694844694,6.86780908065,MDW,2,86,64,75,65,0.0,9.2,9.3
4080,T081,2011-09-16,CULEX PIPIENS/RESTUANS,5,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,5,0,,19.7694844694,6.86780908065,MDW,2,59,48,54,47,0.0,2.6,3.7
4081,T082,2007-07-11,CULEX PIPIENS,1,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,1,0,,19.9609144343,5.75723494242,MDW,2,77,63,70,59,0.0,9.1,11.2
4082,T082,2007-07-11,CULEX PIPIENS/RESTUANS,4,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,4,0,,19.9609144343,5.75723494242,MDW,2,77,63,70,59,0.0,9.1,11.2
4083,T082,2007-07-11,CULEX RESTUANS,4,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,4,0,,19.9609144343,5.75723494242,MDW,2,77,63,70,59,0.0,9.1,11.2
4084,T082,2007-08-01,CULEX PIPIENS,52,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,2,0,,19.9609144343,5.75723494242,MDW,2,91,69,80,70,0.0,2.1,3.7
4087,T082,2007-08-01,CULEX PIPIENS/RESTUANS,69,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,2,0,,19.9609144343,5.75723494242,MDW,2,91,69,80,70,0.0,2.1,3.7
4091,T082,2007-08-01,CULEX RESTUANS,2,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,2,0,,19.9609144343,5.75723494242,MDW,2,91,69,80,70,0.0,2.1,3.7
4092,T082,2007-08-02,CULEX PIPIENS/RESTUANS,4,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,4,0,,19.9609144343,5.75723494242,MDW,2,91,73,82,72,0.0,6.5,7.2
4093,T082,2007-08-02,CULEX RESTUANS,3,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,3,0,,19.9609144343,5.75723494242,MDW,2,91,73,82,72,0.0,6.5,7.2
4094,T082,2007-08-07,CULEX PIPIENS,8,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,8,1,,19.9609144343,5.75723494242,MDW,2,92,73,83,76,0.06,6.3,8.8
4095,T082,2007-08-07,CULEX PIPIENS/RESTUANS,16,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,16,0,,19.9609144343,5.75723494242,MDW,2,92,73,83,76,0.06,6.3,8.8
4096,T082,2007-08-15,CULEX PIPIENS,79,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,36,1,,19.9609144343,5.75723494242,MDW,2,81,72,77,71,0.83,4.9,7.1
4098,T082,2007-08-15,CULEX PIPIENS/RESTUANS,130,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,30,0,,19.9609144343,5.75723494242,MDW,2,81,72,77,71,0.83,4.9,7.1
4101,T082,2007-08-15,CULEX RESTUANS,2,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,2,0,,19.9609144343,5.75723494242,MDW,2,81,72,77,71,0.83,4.9,7.1
4102,T082,2007-08-21,CULEX PIPIENS,12,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,12,0,,19.9609144343,5.75723494242,MDW,2,85,69,77,72,0.01,3.5,6.0
4103,T082,2007-08-21,CULEX PIPIENS/RESTUANS,8,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,8,1,,19.9609144343,5.75723494242,MDW,2,85,69,77,72,0.01,3.5,6.0
4104,T082,2007-08-24,CULEX PIPIENS,17,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,17,1,,19.9609144343,5.75723494242,MDW,2,81,69,75,69,0.2,5.5,7.3
4105,T082,2007-08-24,CULEX PIPIENS/RESTUANS,16,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,16,1,,19.9609144343,5.75723494242,MDW,2,81,69,75,69,0.2,5.5,7.3
4106,T082,2007-09-05,CULEX PIPIENS,2,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,2,0,,19.9609144343,5.75723494242,MDW,2,91,72,82,69,0.0,6.4,6.7
4107,T082,2007-09-12,CULEX PIPIENS/RESTUANS,1,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,1,0,,19.9609144343,5.75723494242,MDW,2,66,46,56,50,0.0,1.9,6.0
4108,T082,2007-09-19,CULEX PIPIENS,1,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,1,0,,19.9609144343,5.75723494242,MDW,2,84,68,76,65,0.0,3.5,9.0
4109,T082,2007-10-04,CULEX PIPIENS,6,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,6,0,,19.9609144343,5.75723494242,MDW,2,83,56,70,62,0.0,4.6,5.9
4110,T082,2007-10-04,CULEX PIPIENS/RESTUANS,5,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,5,0,,19.9609144343,5.75723494242,MDW,2,83,56,70,62,0.0,4.6,5.9
4111,T082,2009-05-28,CULEX RESTUANS,2,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,2,0,,19.9609144343,5.75723494242,MDW,2,64,55,60,54,0.0,6.8,8.3
4112,T082,2009-06-02,CULEX PIPIENS/RESTUANS,1,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,1,0,,19.9609144343,5.75723494242,MDW,2,61,50,56,51,0.06,8.3,9.2
4113,T082,2009-06-02,CULEX RESTUANS,5,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,5,0,,19.9609144343,5.75723494242,MDW,2,61,50,56,51,0.06,8.3,9.2
4114,T082,2009-06-05,CULEX PIPIENS/RESTUANS,5,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,5,0,,19.9609144343,5.75723494242,MDW,2,80,47,64,54,0.0,6.3,7.2
